tree,node,depth,count,is_leaf,feature,condition,left,right,missing_go_to_left,value,threshold,left_categories
76,17,2,12174,False,month_sin,month_sin <= 0.25,18.0,19.0,True,-0.12541037426132634,0.25000000000000006,[]
76,18,3,6947,True,,leaf,,,False,-0.0008402828168212926,,[]
76,19,3,5227,False,nonzero_12,nonzero_12 <= 0.458333,20.0,21.0,False,-0.23925911781554324,0.45833333333333337,[]
76,20,4,2199,True,,leaf,,,False,-0.00012792119294219087,,[]
76,21,4,3028,True,,leaf,,,False,-0.0021691954863153388,,[]
76,22,2,48948,False,category,"category in ['0103', '0104', '0107', '0808', '2403', '2510', '2601', '2703', '2704', '2801', '2802']",23.0,24.0,False,0.008742187180848892,,"[""0103"", ""0104"", ""0107"", ""0808"", ""2403"", ""2510"", ""2601"", ""2703"", ""2704"", ""2801"", ""2802""]"
76,23,3,8360,True,,leaf,,,False,0.0035736849912449634,,[]
76,24,3,40588,False,baseline_ratio,baseline_ratio <= 0.871029,25.0,26.0,False,-0.005271195625400266,0.8710287999429432,[]
76,25,4,14271,True,,leaf,,,False,-0.001510658162530232,,[]
76,26,4,26317,False,trend_factor,trend_factor <= 1.20686,27.0,28.0,True,0.02260037224142515,1.2068568471128276,[]
76,27,5,20796,True,,leaf,,,False,0.0016906958829760851,,[]
76,28,5,5521,True,,leaf,,,False,-0.0031537236936351495,,[]
77,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,20.0,False,0.0,0.29166666666666663,[]
77,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,9.0,True,-0.5389480425906653,0.5,[]
77,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
77,3,3,719,True,,leaf,,,False,-0.00043778908627055716,,[]
77,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
77,5,4,1928,True,,leaf,,,False,-0.00043778908627055716,,[]
77,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,8.0,True,-0.6484838761431092,0.25000000000000006,[]
77,7,5,7684,True,,leaf,,,False,-0.00043778908627055716,,[]
77,8,5,4772,True,,leaf,,,False,-0.00043778908627055716,,[]
77,9,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",10.0,13.0,False,-0.3649154772750278,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
77,10,3,1319,False,lag_1,lag_1 <= 0.328859,11.0,12.0,True,-0.01730624529721595,0.3288590604026846,[]
77,11,4,686,True,,leaf,,,False,-0.00043778908627055716,,[]
77,12,4,633,True,,leaf,,,False,0.044687210913729444,,[]
77,13,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,14.0,19.0,True,-0.41845794392523367,1.471275021423019,[]
77,14,4,6995,False,lag_1,lag_1 <= 0,15.0,16.0,True,-0.4795146324054247,0.0,[]
77,15,5,4679,True,,leaf,,,False,-0.00043778908627055716,,[]
77,16,5,2316,False,mean_6,mean_6 <= 1.95556,17.0,18.0,True,-0.32244196044711954,1.9555555555555555,[]
77,17,6,1665,True,,leaf,,,False,-0.00043778908627055716,,[]
77,18,6,651,True,,leaf,,,False,-0.00043778908627055716,,[]
77,19,4,1555,True,,leaf,,,False,-0.00043778908627055716,,[]
77,20,1,61122,False,lag_3,lag_3 <= 0.0703812,21.0,26.0,False,-0.019596937773997253,0.07038123167155425,[]
77,21,2,12174,False,month_sin,month_sin <= 0.25,22.0,23.0,True,-0.12508207485226527,0.25000000000000006,[]
77,22,3,6947,True,,leaf,,,False,-0.0007982686759802279,,[]
77,23,3,5227,False,nonzero_12,nonzero_12 <= 0.458333,24.0,25.0,False,-0.23887721978231813,0.45833333333333337,[]
77,24,4,2199,True,,leaf,,,False,-0.00012152513329508134,,[]
77,25,4,3028,True,,leaf,,,False,-0.0020607357119995723,,[]
77,26,2,48948,False,lag_2,lag_2 <= 0.56,27.0,28.0,False,0.006658768740553127,0.56,[]
77,27,3,16381,True,,leaf,,,False,-0.001188061596068706,,[]
77,28,3,32567,True,,leaf,,,False,0.001125981848952029,,[]
78,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,12.0,False,0.0,0.29166666666666663,[]
78,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,5.0,True,-0.5389480425906653,0.5,[]
78,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
78,3,3,719,True,,leaf,,,False,-0.0004158996319570293,,[]
78,4,3,14384,True,,leaf,,,False,-0.0004158996319570293,,[]
78,5,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",6.0,7.0,False,-0.3649154772750278,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
78,6,3,1319,True,,leaf,,,False,-0.0004158996319570293,,[]
78,7,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,8.0,11.0,True,-0.41845794392523367,1.471275021423019,[]
78,8,4,6995,False,lag_1,lag_1 <= 0,9.0,10.0,True,-0.4795146324054247,0.0,[]
78,9,5,4679,True,,leaf,,,False,-0.0004158996319570293,,[]
78,10,5,2316,True,,leaf,,,False,-0.0004158996319570293,,[]
78,11,4,1555,True,,leaf,,,False,-0.0004158996319570293,,[]
78,12,1,61122,False,lag_3,lag_3 <= 0.0703812,13.0,18.0,False,-0.019760518222862004,0.07038123167155425,[]
78,13,2,12174,False,month_sin,month_sin <= 0.25,14.0,15.0,True,-0.12360472751149047,0.25000000000000006,[]
78,14,3,6947,True,,leaf,,,False,-0.0007583552421812165,,[]
78,15,3,5227,False,nonzero_12,nonzero_12 <= 0.458333,16.0,17.0,False,-0.23620393354974223,0.45833333333333337,[]
78,16,4,2199,True,,leaf,,,False,-0.00011544887663032726,,[]
78,17,4,3028,True,,leaf,,,False,-0.001957698926399594,,[]
78,18,2,48948,False,month_cos,month_cos <= -6.12323e-17,19.0,24.0,True,0.0060868499530209565,-6.123233995736765e-17,[]
78,19,3,25318,False,category,"category in ['0104', '1203', '2004', '2403', '2510', '2601', '2704']",20.0,21.0,False,0.03624447252053064,,"[""0104"", ""1203"", ""2004"", ""2403"", ""2510"", ""2601"", ""2704""]"
78,20,4,1317,True,,leaf,,,False,0.011748284849531766,,[]
78,21,4,24001,False,log_scale,log_scale <= 7.6811,22.0,23.0,True,0.022864520428137105,7.681099001536359,[]
78,22,5,23558,True,,leaf,,,False,0.0005463070051202224,,[]
78,23,5,443,True,,leaf,,,False,0.007449512868624275,,[]
78,24,3,23630,False,category,"category in ['0104', '0303', '1140', '1203', '1305', '1306', '1501', '2004', '2402', '2403', '2502', '2601', '2702', '2803', '2902', '3002']",25.0,26.0,False,-0.02622673434856176,,"[""0104"", ""0303"", ""1140"", ""1203"", ""1305"", ""1306"", ""1501"", ""2004"", ""2402"", ""2403"", ""2502"", ""2601"", ""2702"", ""2803"", ""2902"", ""3002""]"
78,25,4,8163,True,,leaf,,,False,-0.0029331380083699567,,[]
78,26,4,15467,False,month_sin,month_sin <= -6.12323e-17,27.0,28.0,False,0.021128125605737545,-6.123233995736766e-17,[]
78,27,5,7554,True,,leaf,,,False,0.00525374732493164,,[]
78,28,5,7913,True,,leaf,,,False,-0.001069464833477979,,[]
79,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,20.0,False,0.0,0.29166666666666663,[]
79,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,9.0,True,-0.5389480425906653,0.5,[]
79,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
79,3,3,719,True,,leaf,,,False,-0.0003951046503591778,,[]
79,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
79,5,4,1928,True,,leaf,,,False,-0.0003951046503591778,,[]
79,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,8.0,True,-0.6484838761431092,0.25000000000000006,[]
79,7,5,7684,True,,leaf,,,False,-0.0003951046503591778,,[]
79,8,5,4772,True,,leaf,,,False,-0.0003951046503591778,,[]
79,9,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",10.0,13.0,False,-0.3649154772750278,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
79,10,3,1319,False,lag_1,lag_1 <= 0.328859,11.0,12.0,True,-0.01730624529721595,0.3288590604026846,[]
79,11,4,686,True,,leaf,,,False,-0.0003951046503591778,,[]
79,12,4,633,True,,leaf,,,False,0.04247364534964082,,[]
79,13,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,14.0,19.0,True,-0.41845794392523367,1.471275021423019,[]
79,14,4,6995,False,lag_1,lag_1 <= 0,15.0,16.0,True,-0.4795146324054247,0.0,[]
79,15,5,4679,True,,leaf,,,False,-0.0003951046503591778,,[]
79,16,5,2316,False,mean_6,mean_6 <= 1.95556,17.0,18.0,True,-0.32244196044711954,1.9555555555555555,[]
79,17,6,1665,True,,leaf,,,False,-0.0003951046503591778,,[]
79,18,6,651,True,,leaf,,,False,-0.0003951046503591778,,[]
79,19,4,1555,True,,leaf,,,False,-0.0003951046503591778,,[]
79,20,1,61122,False,lag_3,lag_3 <= 0.0703812,21.0,26.0,False,-0.019498789504678402,0.07038123167155425,[]
79,21,2,12174,False,month_sin,month_sin <= 0.25,22.0,23.0,True,-0.12311227839789889,0.25000000000000006,[]
79,22,3,6947,True,,leaf,,,False,-0.0007204374800721557,,[]
79,23,3,5227,False,nonzero_12,nonzero_12 <= 0.458333,24.0,25.0,False,-0.23620393354974223,0.45833333333333337,[]
79,24,4,2199,True,,leaf,,,False,-0.00010967643279881091,,[]
79,25,4,3028,True,,leaf,,,False,-0.0018598139800796148,,[]
79,26,2,48948,False,lag_2,lag_2 <= 1.03791,27.0,28.0,True,0.0062911066628538745,1.0379146919431281,[]
79,27,3,27710,True,,leaf,,,False,-0.00059100103591343,,[]
79,28,3,21238,True,,leaf,,,False,0.0018182330383134993,,[]
80,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,22.0,False,0.0,0.29166666666666663,[]
80,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,9.0,True,-0.5391081578736691,0.5,[]
80,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
80,3,3,719,True,,leaf,,,False,-0.00037534941784121896,,[]
80,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
80,5,4,1928,True,,leaf,,,False,-0.00037534941784121896,,[]
80,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,8.0,True,-0.6484838761431092,0.25000000000000006,[]
80,7,5,7684,True,,leaf,,,False,-0.00037534941784121896,,[]
80,8,5,4772,True,,leaf,,,False,-0.00037534941784121896,,[]
80,9,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",10.0,11.0,False,-0.3653203765563316,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
80,10,3,1319,True,,leaf,,,False,-0.00037534941784121896,,[]
80,11,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,12.0,17.0,True,-0.41845794392523367,1.471275021423019,[]
80,12,4,6995,False,lag_1,lag_1 <= 0,13.0,14.0,True,-0.4795146324054247,0.0,[]
80,13,5,4679,True,,leaf,,,False,-0.00037534941784121896,,[]
80,14,5,2316,False,mean_6,mean_6 <= 1.95556,15.0,16.0,True,-0.32244196044711954,1.9555555555555555,[]
80,15,6,1665,True,,leaf,,,False,-0.00037534941784121896,,[]
80,16,6,651,True,,leaf,,,False,-0.00037534941784121896,,[]
80,17,4,1555,False,category,"category in ['1302', '1303', '2004', '2801']",18.0,19.0,False,-0.14249201277955273,,"[""1302"", ""1303"", ""2004"", ""2801""]"
80,18,5,333,True,,leaf,,,False,0.07996507602083067,,[]
80,19,5,1222,False,nonzero_12,nonzero_12 <= 0.208333,20.0,21.0,True,-0.2305194805194805,0.20833333333333331,[]
80,20,6,676,True,,leaf,,,False,-0.00037534941784121896,,[]
80,21,6,546,True,,leaf,,,False,-0.002412720666607667,,[]
80,22,1,61122,False,lag_3,lag_3 <= 0.0703812,23.0,28.0,False,-0.019989530851272655,0.07038123167155425,[]
80,23,2,12174,False,month_sin,month_sin <= 0.25,24.0,25.0,True,-0.12278397898883782,0.25000000000000006,[]
80,24,3,6947,True,,leaf,,,False,-0.000684415606068548,,[]
80,25,3,5227,False,nonzero_12,nonzero_12 <= 0.458333,26.0,27.0,False,-0.23544013748329196,0.45833333333333337,[]
80,26,4,2199,True,,leaf,,,False,-0.00010419261115887035,,[]
80,27,4,3028,True,,leaf,,,False,-0.001766823281075634,,[]
80,28,2,48948,True,,leaf,,,False,0.00018074316369331156,,[]
81,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,22.0,False,0.0,0.29166666666666663,[]
81,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,9.0,True,-0.5391081578736691,0.5,[]
81,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
81,3,3,719,True,,leaf,,,False,-0.000356581946949158,,[]
81,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
81,5,4,1928,True,,leaf,,,False,-0.000356581946949158,,[]
81,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,8.0,True,-0.6484838761431092,0.25000000000000006,[]
81,7,5,7684,True,,leaf,,,False,-0.000356581946949158,,[]
81,8,5,4772,True,,leaf,,,False,-0.000356581946949158,,[]
81,9,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",10.0,11.0,False,-0.3653203765563316,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
81,10,3,1319,True,,leaf,,,False,-0.000356581946949158,,[]
81,11,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,12.0,17.0,True,-0.41845794392523367,1.471275021423019,[]
81,12,4,6995,False,lag_1,lag_1 <= 0,13.0,14.0,True,-0.4795146324054247,0.0,[]
81,13,5,4679,True,,leaf,,,False,-0.000356581946949158,,[]
81,14,5,2316,False,mean_6,mean_6 <= 1.95556,15.0,16.0,True,-0.32244196044711954,1.9555555555555555,[]
81,15,6,1665,True,,leaf,,,False,-0.000356581946949158,,[]
81,16,6,651,True,,leaf,,,False,-0.000356581946949158,,[]
81,17,4,1555,False,category,"category in ['1302', '1303', '2004', '2801']",18.0,19.0,False,-0.14249201277955273,,"[""1302"", ""1303"", ""2004"", ""2801""]"
81,18,5,333,True,,leaf,,,False,0.07596682221978912,,[]
81,19,5,1222,False,nonzero_12,nonzero_12 <= 0.208333,20.0,21.0,True,-0.2305194805194805,0.20833333333333331,[]
81,20,6,676,True,,leaf,,,False,-0.000356581946949158,,[]
81,21,6,546,True,,leaf,,,False,-0.002292084633277284,,[]
81,22,1,61122,False,lag_3,lag_3 <= 0.0703812,23.0,28.0,False,-0.02021854347968331,0.07038123167155425,[]
81,23,2,12174,False,month_sin,month_sin <= 0.25,24.0,25.0,True,-0.12245567957977675,0.25000000000000006,[]
81,24,3,6947,True,,leaf,,,False,-0.0006501948257651206,,[]
81,25,3,5227,False,nonzero_12,nonzero_12 <= 0.458333,26.0,27.0,False,-0.23505823945006682,0.45833333333333337,[]
81,26,4,2199,True,,leaf,,,False,-9.898298060092683e-05,,[]
81,27,4,3028,True,,leaf,,,False,-0.0016784821170218523,,[]
81,28,2,48948,True,,leaf,,,False,0.00017170600550864558,,[]
82,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,22.0,False,0.0,0.29166666666666663,[]
82,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,9.0,True,-0.5391882155151709,0.5,[]
82,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
82,3,3,719,True,,leaf,,,False,-0.0003387528496017001,,[]
82,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
82,5,4,1928,True,,leaf,,,False,-0.0003387528496017001,,[]
82,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,8.0,True,-0.6484838761431092,0.25000000000000006,[]
82,7,5,7684,True,,leaf,,,False,-0.0003387528496017001,,[]
82,8,5,4772,True,,leaf,,,False,-0.0003387528496017001,,[]
82,9,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",10.0,13.0,False,-0.3655228261969835,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
82,10,3,1319,False,mean_3,mean_3 <= 1.71429,11.0,12.0,True,-0.020316027088036117,1.7142857142857142,[]
82,11,4,804,True,,leaf,,,False,-0.0003387528496017001,,[]
82,12,4,515,True,,leaf,,,False,0.0385059576767141,,[]
82,13,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,14.0,19.0,True,-0.41869158878504675,1.471275021423019,[]
82,14,4,6995,False,lag_1,lag_1 <= 0,15.0,16.0,True,-0.4795146324054247,0.0,[]
82,15,5,4679,True,,leaf,,,False,-0.0003387528496017001,,[]
82,16,5,2316,False,mean_6,mean_6 <= 1.95556,17.0,18.0,True,-0.32244196044711954,1.9555555555555555,[]
82,17,6,1665,True,,leaf,,,False,-0.0003387528496017001,,[]
82,18,6,651,True,,leaf,,,False,-0.0003387528496017001,,[]
82,19,4,1555,False,nonzero_12,nonzero_12 <= 0.208333,20.0,21.0,True,-0.14376996805111822,0.20833333333333331,[]
82,20,5,838,True,,leaf,,,False,-0.0003387528496017001,,[]
82,21,5,717,True,,leaf,,,False,0.011458883234750219,,[]
82,22,1,61122,False,lag_3,lag_3 <= 0.0703812,23.0,28.0,False,-0.020120395210364458,0.07038123167155425,[]
82,23,2,12174,False,month_sin,month_sin <= 0.25,24.0,25.0,True,-0.12179908076165463,0.25000000000000006,[]
82,24,3,6947,True,,leaf,,,False,-0.0006176850844768645,,[]
82,25,3,5227,False,nonzero_12,nonzero_12 <= 0.458333,26.0,27.0,False,-0.23353064731716633,0.45833333333333337,[]
82,26,4,2199,True,,leaf,,,False,-9.403383157088049e-05,,[]
82,27,4,3028,True,,leaf,,,False,-0.001594558011170759,,[]
82,28,2,48948,True,,leaf,,,False,0.00016312070523321343,,[]
83,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,20.0,False,0.0,0.29166666666666663,[]
83,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,9.0,True,-0.5392682731566728,0.5,[]
83,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
83,3,3,719,True,,leaf,,,False,-0.0003218152071216151,,[]
83,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
83,5,4,1928,True,,leaf,,,False,-0.0003218152071216151,,[]
83,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,8.0,True,-0.6484838761431092,0.25000000000000006,[]
83,7,5,7684,True,,leaf,,,False,-0.0003218152071216151,,[]
83,8,5,4772,True,,leaf,,,False,-0.0003218152071216151,,[]
83,9,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",10.0,11.0,False,-0.36572527583763537,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
83,10,3,1319,True,,leaf,,,False,-0.0003218152071216151,,[]
83,11,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,12.0,17.0,True,-0.41892523364485984,1.471275021423019,[]
83,12,4,6995,False,lag_1,lag_1 <= 0,13.0,14.0,True,-0.4795146324054247,0.0,[]
83,13,5,4679,True,,leaf,,,False,-0.0003218152071216151,,[]
83,14,5,2316,False,mean_6,mean_6 <= 1.95556,15.0,16.0,True,-0.32244196044711954,1.9555555555555555,[]
83,15,6,1665,True,,leaf,,,False,-0.0003218152071216151,,[]
83,16,6,651,True,,leaf,,,False,-0.0003218152071216151,,[]
83,17,4,1555,False,nonzero_12,nonzero_12 <= 0.208333,18.0,19.0,True,-0.1450479233226837,0.20833333333333331,[]
83,18,5,838,True,,leaf,,,False,-0.0003218152071216151,,[]
83,19,5,717,True,,leaf,,,False,0.010885939073012708,,[]
83,20,1,61122,False,lag_3,lag_3 <= 0,21.0,26.0,False,-0.02021854347968331,0.0,[]
83,21,2,11731,False,month_sin,month_sin <= 0.25,22.0,23.0,True,-0.12358402180393493,0.25000000000000006,[]
83,22,3,6677,True,,leaf,,,False,-0.0005868008302530212,,[]
83,23,3,5054,False,nonzero_12,nonzero_12 <= 0.458333,24.0,25.0,False,-0.2381516587677725,0.45833333333333337,[]
83,24,4,2197,True,,leaf,,,False,-8.933213999233647e-05,,[]
83,25,4,2857,True,,leaf,,,False,-0.0015282069552241,,[]
83,26,2,49391,False,mean_6,mean_6 <= 0.944444,27.0,28.0,False,0.004352138620675695,0.9444444444444445,[]
83,27,3,15914,True,,leaf,,,False,-0.001156817219126008,,[]
83,28,3,33477,True,,leaf,,,False,0.000897565489419716,,[]
84,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,22.0,False,0.0,0.29166666666666663,[]
84,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,9.0,True,-0.5392682731566728,0.5,[]
84,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
